model,client,horizon,rmse,mae,mean_actual,nmae,nrmse
LSTM,29,48,61.0972,46.4893,202.95833333333334,0.22905834530897146,0.3010332169985629
LSTM,29,168,55.7951,40.1766,152.20833333333334,0.26395795236791675,0.3665705995072543
LSTM,62,24,12.0907,9.1111,157.625,0.05780237906423474,0.07670547184773989
LSTM,62,48,14.0384,10.2395,158.25,0.06470458135860979,0.08871026856240126
LSTM,62,168,13.936,10.0576,158.75595238095238,0.06335258520490421,0.08778253533800758
LSTM,269,24,11.7049,8.9804,303.375,0.029601648125257517,0.03858228265348167
LSTM,269,48,11.9646,9.098,306.0,0.029732026143790852,0.0391
LSTM,269,168,25.8341,14.1678,304.9761904761905,0.04645542977593879,0.08470857990475447
iTransformer,313,24,9364.0514,7131.5133,160037.5,0.04456151402015152,0.05851160759197063
iTransformer,313,48,12788.8923,9497.9862,162718.75,0.05837057007874016,0.07859507463030535
iTransformer,313,168,42244.5422,29196.5243,185339.88095238095,0.15752963771192566,0.22793012482215752
iTransformer,155,24,4174.2783,2990.0532,68197.625,0.04384394911113107,0.06120855821592028
iTransformer,155,48,4029.2438,3008.1663,67988.39583333333,0.04424529014295638,0.05926369861523551
iTransformer,155,168,8408.4544,5713.3889,72612.46428571429,0.07868330810973519,0.11579905024176781
iTransformer,236,24,6149.9639,4857.7186,46083.291666666664,0.10541171049883409,0.13345322518374791
iTransformer,236,48,4927.522,3666.3002,45068.8125,0.08134894168778022,0.1093333000508944
iTransformer,236,168,4199.1879,3363.5299,45445.32142857143,0.07401267708682883,0.09240088457950646
iTransformer,167,24,809.7949,621.8173,22328.791666666668,0.027848228837580778,0.03626684829564221
iTransformer,167,48,948.3168,719.0622,22571.5625,0.03185699705104598,0.04201378615237647
iTransformer,167,168,1777.1525,1278.1564,23553.589285714286,0.0542658863791612,0.07545145151519976
iTransformer,186,24,1329.1094,1032.584,21295.75,0.048487796860876,0.062411955437117736
iTransformer,186,48,1756.2668,1404.7135,21867.0,0.06423896739378973,0.08031585494123565
iTransformer,186,168,1824.9334,1420.8325,22300.440476190477,0.06371320340138487,0.0818339620667326
iTransformer,315,24,1722.7668,1191.5365,15169.458333333334,0.0785483880714264,0.11356811575891251
iTransformer,315,48,2341.3606,1620.8828,15534.0625,0.10434377999959767,0.15072429378985697
iTransformer,315,168,2247.8667,1611.3417,15138.630952380952,0.10643906341785639,0.14848546787822073
iTransformer,290,24,915.8717,770.5399,11255.541666666666,0.06845871330048532,0.08137073515638593
iTransformer,290,48,880.4804,737.7712,11390.9375,0.06476825985569669,0.07729657019011825
iTransformer,290,168,1539.1517,990.5432,11793.77380952381,0.08398865503085264,0.13050544506433479
iTransformer,179,24,894.2842,745.4507,10713.291666666666,0.06958185431648381,0.08347426989059542
iTransformer,179,48,843.8281,697.6081,10727.625,0.06502912806888757,0.07865935843208538
iTransformer,179,168,854.0996,682.0851,10976.940476190477,0.06213799751210058,0.07780852978592569
iTransformer,119,24,203.9755,161.3769,10409.708333333334,0.015502538095447759,0.01959473728450605
iTransformer,119,48,311.12,252.2901,10531.104166666666,0.023956661714405542,0.02954296103012307
iTransformer,119,168,485.4415,393.3089,10688.47619047619,0.03679747168735353,0.04541727851090182
iTransformer,314,24,960.241,729.9547,7330.25,0.09958114661846458,0.1309970328433546
